seg_id,uttID,utt_on,utt_off,lena_id,label,adu_gender,ID,aclew_id,Row,Corpus,ChiID,chi_gender,adu_univ,AgeMonths,mat_ed,number_older_sibs,mother_dob,mat_ed_num,mat_ed_num3,n_sibs,uniq_block,utt_dur,label_m,adu_gender_m,predictability
B-01_06_pass1_1167_4,B-01.1167.40346220_40351580,40346220,40351580,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,5360,CDS,MALE,0.9268292682926828
B-01_06_pass1_1167_8,B-01.1167.40355410_40357560,40355410,40357560,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,2150,CDS,MALE,0.25
B-01_06_pass1_1167_12,B-01.1167.40360580_40362980,40360580,40362980,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,2400,CDS,MALE,0.5238095238095238
B-01_06_pass1_1167_15,B-01.1167.40365140_40367040,40365140,40367040,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,1900,CDS,MALE,0.5238095238095238
B-01_06_pass1_1167_22,B-01.1167.40372400_40374050,40372400,40374050,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,1650,CDS,MALE,0.2666666666666666
B-01_06_pass1_1167_35,B-01.1167.40383530_40385360,40383530,40385360,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.1167,1830,ADS,MALE,0.2857142857142857
B-01_06_pass1_151_20,B-01.151.3727770_3730740,3727770,3730740,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.151,2970,ADS,FEMALE,0.6666666666666666
B-01_06_pass1_151_22,B-01.151.3731570_3733010,3731570,3733010,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.151,1440,ADS,FEMALE,0.0
B-01_06_pass1_151_43,B-01.151.3752310_3755540,3752310,3755540,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.151,3230,ADS,MALE,0.6825396825396824
B-01_06_pass1_23_1,B-01.23.604110_606810,604110,606810,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.23,2700,ADS,FEMALE,0.5151515151515151
B-01_06_pass1_23_11,B-01.23.615200_616480,615200,616480,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.23,1280,ADS,FEMALE,0.3333333333333333
B-01_06_pass1_295_15,B-01.295.8982520_8984730,8982520,8984730,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,2210,CDS,FEMALE,0.2142857142857142
B-01_06_pass1_295_20,B-01.295.8986150_8987420,8986150,8987420,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1270,CDS,FEMALE,0.6666666666666666
B-01_06_pass1_295_24,B-01.295.8990820_8992390,8990820,8992390,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1570,CDS,FEMALE,0.2222222222222222
B-01_06_pass1_295_26,B-01.295.8993730_8995190,8993730,8995190,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1460,CDS,FEMALE,0.3333333333333333
B-01_06_pass1_295_31,B-01.295.8998960_9000410,8998960,9000410,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1450,CDS,FEMALE,0.5
B-01_06_pass1_295_38,B-01.295.9006590_9008090,9006590,9008090,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1500,CDS,FEMALE,0.75
B-01_06_pass1_295_43,B-01.295.9010140_9011450,9010140,9011450,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.295,1310,CDS,FEMALE,1.0
B-01_06_pass1_345_11,B-01.345.12667500_12671110,12667500,12671110,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.345,3610,CDS,FEMALE,0.9019607843137256
B-01_06_pass1_345_13,B-01.345.12671790_12676840,12671790,12676840,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.345,5050,CDS,FEMALE,0.8888888888888888
B-01_06_pass1_345_17,B-01.345.12679560_12680900,12679560,12680900,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.345,1340,CDS,FEMALE,0.1666666666666666
B-01_06_pass1_345_33,B-01.345.12695270_12696530,12695270,12696530,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.345,1260,CDS,FEMALE,0.0
B-01_06_pass1_358_16,B-01.358.12991650_12993350,12991650,12993350,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,1700,CDS,FEMALE,0.0
B-01_06_pass1_358_18,B-01.358.12995680_12997310,12995680,12997310,MAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,1630,CDS,FEMALE,0.1111111111111111
B-01_06_pass1_358_34,B-01.358.13012420_13015630,13012420,13015630,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,3210,ADS,FEMALE,0.8518518518518517
B-01_06_pass1_358_41,B-01.358.13019890_13022770,13019890,13022770,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,2880,CDS,FEMALE,0.7999999999999999
B-01_06_pass1_358_43,B-01.358.13023570_13025480,13023570,13025480,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,1910,CDS,FEMALE,0.5333333333333333
B-01_06_pass1_358_47,B-01.358.13028110_13029680,13028110,13029680,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,1570,CDS,FEMALE,0.8333333333333334
B-01_06_pass1_358_64,B-01.358.13047040_13049780,13047040,13049780,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,2740,CDS,FEMALE,0.6666666666666666
B-01_06_pass1_358_66,B-01.358.13050580_13052120,13050580,13052120,FAN,CDS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.358,1540,CDS,FEMALE,0.6666666666666666
B-01_06_pass1_370_2,B-01.370.13357110_13358560,13357110,13358560,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1450,ADS,FEMALE,0.5
B-01_06_pass1_370_8,B-01.370.13363250_13365120,13363250,13365120,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1870,CDS,MALE,0.6666666666666666
B-01_06_pass1_370_10,B-01.370.13366050_13368900,13366050,13368900,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,2850,CDS,MALE,0.5277777777777778
B-01_06_pass1_370_15,B-01.370.13372840_13374690,13372840,13374690,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1850,CDS,MALE,0.2222222222222222
B-01_06_pass1_370_17,B-01.370.13375490_13377380,13375490,13377380,FAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1890,ADS,MALE,0.1333333333333333
B-01_06_pass1_370_30,B-01.370.13389390_13391620,13389390,13391620,FAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,2230,CDS,MALE,0.4285714285714285
B-01_06_pass1_370_36,B-01.370.13396810_13398950,13396810,13398950,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,2140,ADS,MALE,0.7272727272727272
B-01_06_pass1_370_41,B-01.370.13402580_13404020,13402580,13404020,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1440,ADS,FEMALE,0.5
B-01_06_pass1_370_47,B-01.370.13408230_13409840,13408230,13409840,FAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1610,ADS,MALE,0.2666666666666666
B-01_06_pass1_370_49,B-01.370.13410730_13412200,13410730,13412200,FAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1470,ADS,MALE,0.6666666666666666
B-01_06_pass1_370_61,B-01.370.13424010_13425710,13424010,13425710,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.370,1700,CDS,MALE,0.6666666666666666
B-01_06_pass1_416_16,B-01.416.14439960_14442390,14439960,14442390,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.416,2430,ADS,MALE,0.5555555555555555
B-01_06_pass1_416_21,B-01.416.14446410_14447810,14446410,14447810,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.416,1400,ADS,MALE,0.1666666666666666
B-01_06_pass1_416_25,B-01.416.14450960_14453820,14450960,14453820,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.416,2860,ADS,FEMALE,0.5972222222222222
B-01_06_pass1_416_38,B-01.416.14468620_14470330,14468620,14470330,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.416,1710,CDS,FEMALE,0.1666666666666666
B-01_06_pass1_467_10,B-01.467.15592840_15594820,15592840,15594820,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1980,ADS,MALE,0.5
B-01_06_pass1_467_19,B-01.467.15604070_15605960,15604070,15605960,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1890,CDS,MALE,0.9047619047619048
B-01_06_pass1_467_23,B-01.467.15608740_15610230,15608740,15610230,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1490,CDS,MALE,0.5
B-01_06_pass1_467_27,B-01.467.15613000_15614530,15613000,15614530,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1530,CDS,MALE,0.5
B-01_06_pass1_467_39,B-01.467.15627300_15628710,15627300,15628710,MAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1410,CDS,MALE,0.1666666666666666
B-01_06_pass1_467_65,B-01.467.15657300_15658790,15657300,15658790,FAN,CDS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.467,1490,CDS,MALE,0.4166666666666667
B-01_06_pass1_485_16,B-01.485.16237270_16238730,16237270,16238730,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1460,ADS,MALE,0.0
B-01_06_pass1_485_19,B-01.485.16242680_16244850,16242680,16244850,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,2170,ADS,MALE,0.2222222222222222
B-01_06_pass1_485_25,B-01.485.16251850_16254030,16251850,16254030,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,2180,ADS,MALE,0.4814814814814814
B-01_06_pass1_485_32,B-01.485.16260410_16262340,16260410,16262340,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1930,ADS,FEMALE,0.2916666666666667
B-01_06_pass1_485_36,B-01.485.16265090_16267260,16265090,16267260,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,2170,ADS,FEMALE,0.6904761904761906
B-01_06_pass1_485_43,B-01.485.16274260_16275630,16274260,16275630,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1370,ADS,FEMALE,0.8888888888888888
B-01_06_pass1_485_53,B-01.485.16285600_16287280,16285600,16287280,FAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1680,ADS,MALE,0.25
B-01_06_pass1_485_54,B-01.485.16287280_16289500,16287280,16289500,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,2220,ADS,MALE,0.0
B-01_06_pass1_485_57,B-01.485.16291370_16292720,16291370,16292720,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1350,ADS,FEMALE,0.8333333333333334
B-01_06_pass1_485_64,B-01.485.16299290_16304200,16299290,16304200,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,4910,ADS,MALE,0.9523809523809524
B-01_06_pass1_485_66,B-01.485.16305770_16311400,16305770,16311400,MAN,ADS,MALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,5630,ADS,MALE,0.8782051282051283
B-01_06_pass1_485_71,B-01.485.16315580_16319090,16315580,16319090,FAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,3510,ADS,FEMALE,0.7101449275362319
B-01_06_pass1_485_72,B-01.485.16319090_16320400,16319090,16320400,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1310,ADS,FEMALE,0.0
B-01_06_pass1_485_74,B-01.485.16321200_16323590,16321200,16323590,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,2390,ADS,FEMALE,0.4583333333333333
B-01_06_pass1_485_77,B-01.485.16325790_16327710,16325790,16327710,MAN,ADS,FEMALE,B-01,9803.0,1,Bergelson,1,female,yes,6,AD,1,32,5,3,1,B-01.485,1920,ADS,FEMALE,0.4047619047619047
B-02_08_pass1_1088_1,B-02.1088.10561360_10564230,10561360,10564230,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,2870,ADS,FEMALE,0.6444444444444445
B-02_08_pass1_1088_5,B-02.1088.10566700_10570960,10566700,10570960,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,4260,ADS,FEMALE,0.7083333333333334
B-02_08_pass1_1088_7,B-02.1088.10571590_10576030,10571590,10576030,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,4440,ADS,FEMALE,0.6991869918699187
B-02_08_pass1_1088_9,B-02.1088.10577090_10579180,10577090,10579180,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,2090,ADS,MALE,0.25
B-02_08_pass1_1088_18,B-02.1088.10589690_10591560,10589690,10591560,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,1870,ADS,MALE,0.5833333333333334
B-02_08_pass1_1088_24,B-02.1088.10598050_10600670,10598050,10600670,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,2620,ADS,MALE,0.7142857142857143
B-02_08_pass1_1088_28,B-02.1088.10603540_10605220,10603540,10605220,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,1680,ADS,MALE,0.5
B-02_08_pass1_1088_30,B-02.1088.10606270_10608480,10606270,10608480,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,2210,ADS,MALE,0.4074074074074074
B-02_08_pass1_1088_51,B-02.1088.10632640_10634330,10632640,10634330,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1088,1690,CDS,FEMALE,0.4444444444444444
B-02_08_pass1_1092_1,B-02.1092.10703030_10705670,10703030,10705670,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1092,2640,ADS,FEMALE,0.6875
B-02_08_pass1_1092_23,B-02.1092.10726410_10727840,10726410,10727840,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1092,1430,CDS,FEMALE,0.6666666666666666
B-02_08_pass1_1094_1,B-02.1094.10747150_10748860,10747150,10748860,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1094,1710,ADS,FEMALE,0.6
B-02_08_pass1_1094_3,B-02.1094.10749990_10751840,10749990,10751840,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1094,1850,ADS,FEMALE,0.4814814814814814
B-02_08_pass1_1094_7,B-02.1094.10757170_10759120,10757170,10759120,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1094,1950,CDS,FEMALE,0.5
B-02_08_pass1_1094_12,B-02.1094.10763600_10765950,10763600,10765950,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1094,2350,CDS,MALE,0.1538461538461538
B-02_08_pass1_1094_18,B-02.1094.10772730_10773980,10772730,10773980,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1094,1250,CDS,FEMALE,0.3333333333333333
B-02_08_pass1_1142_17,B-02.1142.11787590_11788860,11787590,11788860,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1142,1270,CDS,FEMALE,0.3333333333333333
B-02_08_pass1_1142_23,B-02.1142.11794540_11796190,11794540,11796190,FAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1142,1650,ADS,MALE,0.6190476190476191
B-02_08_pass1_1142_26,B-02.1142.11797680_11799600,11797680,11799600,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1142,1920,ADS,FEMALE,0.4285714285714285
B-02_08_pass1_1142_33,B-02.1142.11805780_11808600,11805780,11808600,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1142,2820,ADS,MALE,0.2291666666666666
B-02_08_pass1_1216_20,B-02.1216.13204080_13205790,13204080,13205790,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1216,1710,CDS,FEMALE,0.3333333333333333
B-02_08_pass1_1216_41,B-02.1216.13225610_13227400,13225610,13227400,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1216,1790,CDS,FEMALE,0.4444444444444444
B-02_08_pass1_1216_42,B-02.1216.13227400_13229430,13227400,13229430,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1216,2030,CDS,FEMALE,0.3888888888888889
B-02_08_pass1_1216_46,B-02.1216.13232400_13233820,13232400,13233820,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1216,1420,CDS,FEMALE,0.0
B-02_08_pass1_1256_1,B-02.1256.13873280_13875330,13873280,13875330,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1256,2050,CDS,FEMALE,0.4166666666666667
B-02_08_pass1_1256_6,B-02.1256.13879480_13881350,13879480,13881350,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1256,1870,CDS,FEMALE,0.5151515151515151
B-02_08_pass1_1256_16,B-02.1256.13893010_13894350,13893010,13894350,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1256,1340,CDS,MALE,1.0
B-02_08_pass1_1256_30,B-02.1256.13906060_13907690,13906060,13907690,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1256,1630,CDS,FEMALE,0.3333333333333333
B-02_08_pass1_1256_38,B-02.1256.13916290_13917630,13916290,13917630,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1256,1340,ADS,MALE,0.0
B-02_08_pass1_1278_4,B-02.1278.14354400_14358010,14354400,14358010,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,3610,CDS,MALE,0.5606060606060606
B-02_08_pass1_1278_6,B-02.1278.14358810_14360080,14358810,14360080,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1270,CDS,MALE,0.0666666666666666
B-02_08_pass1_1278_8,B-02.1278.14363740_14365130,14363740,14365130,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1390,CDS,MALE,0.6666666666666666
B-02_08_pass1_1278_12,B-02.1278.14370000_14371400,14370000,14371400,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1400,CDS,MALE,0.0666666666666666
B-02_08_pass1_1278_18,B-02.1278.14375430_14377300,14375430,14377300,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1870,CDS,MALE,0.3846153846153846
B-02_08_pass1_1278_31,B-02.1278.14393200_14395680,14393200,14395680,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,2480,ADS,FEMALE,0.4444444444444445
B-02_08_pass1_1278_47,B-02.1278.14408610_14410080,14408610,14410080,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1470,ADS,MALE,0.5
B-02_08_pass1_1278_53,B-02.1278.14414760_14417170,14414760,14417170,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,2410,CDS,MALE,0.3333333333333333
B-02_08_pass1_1278_56,B-02.1278.14418830_14420730,14418830,14420730,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1900,CDS,MALE,0.3333333333333333
B-02_08_pass1_1278_60,B-02.1278.14423780_14425170,14423780,14425170,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1390,CDS,MALE,0.3333333333333333
B-02_08_pass1_1278_62,B-02.1278.14426920_14428550,14426920,14428550,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1630,CDS,MALE,0.2222222222222222
B-02_08_pass1_1278_84,B-02.1278.14454290_14456220,14454290,14456220,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1930,CDS,MALE,0.3888888888888888
B-02_08_pass1_1278_86,B-02.1278.14457030_14458630,14457030,14458630,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1600,CDS,MALE,0.4166666666666667
B-02_08_pass1_1278_89,B-02.1278.14460230_14461600,14460230,14461600,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1278,1370,CDS,MALE,1.0
B-02_08_pass1_1290_15,B-02.1290.14732750_14734220,14732750,14734220,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,1470,CDS,MALE,0.3333333333333333
B-02_08_pass1_1290_20,B-02.1290.14738390_14741370,14738390,14741370,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,2980,CDS,MALE,0.6190476190476191
B-02_08_pass1_1290_23,B-02.1290.14743370_14745230,14743370,14745230,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,1860,CDS,FEMALE,0.5
B-02_08_pass1_1290_24,B-02.1290.14745230_14748830,14745230,14748830,MAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,3600,CDS,FEMALE,0.6190476190476191
B-02_08_pass1_1290_27,B-02.1290.14750280_14752100,14750280,14752100,FAN,CDS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,1820,CDS,FEMALE,0.0833333333333333
B-02_08_pass1_1290_31,B-02.1290.14754480_14756560,14754480,14756560,MAN,ADS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,2080,ADS,MALE,0.4000000000000001
B-02_08_pass1_1290_33,B-02.1290.14757920_14768190,14757920,14768190,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,10270,CDS,MALE,0.99250936329588
B-02_08_pass1_1290_35,B-02.1290.14769260_14772090,14769260,14772090,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,2830,CDS,MALE,0.8888888888888888
B-02_08_pass1_1290_37,B-02.1290.14773050_14774900,14773050,14774900,MAN,CDS,MALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1290,1850,CDS,MALE,0.0909090909090909
B-02_08_pass1_1292_4,B-02.1292.14805840_14808480,14805840,14808480,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1292,2640,ADS,FEMALE,0.880952380952381
B-02_08_pass1_1292_8,B-02.1292.14811670_14813510,14811670,14813510,FAN,ADS,FEMALE,B-02,673.0,3,Bergelson,2,male,yes,8,AD,1,32,5,3,1,B-02.1292,1840,ADS,FEMALE,0.5
